x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,Gesture
0.174343064,0.551334739,0.236438751,0.579516768,0.291878134,0.599062979,0.332145572,0.61083889,0.367106766,0.629776359,0.329728425,0.43584314,0.323488533,0.576424778,0.303400338,0.679917991,0.286800534,0.760277092,0.270317733,0.399337709,0.257527202,0.57317102,0.241078526,0.703098178,0.227673218,0.799137056,0.208400369,0.396546781,0.193902746,0.561561406,0.180943996,0.689411461,0.170074105,0.780439734,0.150521904,0.416012973,0.145956367,0.544332981,0.142774373,0.640930176,0.137679219,0.709400415,Pitch_Forward
0.181662202,0.508267105,0.23721391,0.532044709,0.284802049,0.522341549,0.315985262,0.497074097,0.344914377,0.471259147,0.301022828,0.390159607,0.305256963,0.477110863,0.299082458,0.554543018,0.293586731,0.61098671,0.255802721,0.36899662,0.256412655,0.485164374,0.253269523,0.577490568,0.250356317,0.638579845,0.209834024,0.376933128,0.210085168,0.495124668,0.212978005,0.573749781,0.214250207,0.619940519,0.167418063,0.40174818,0.16983813,0.491514355,0.176048756,0.553562224,0.182513058,0.590212941,Pitch_Forward
0.172707438,0.490412265,0.231091738,0.522589803,0.27423346,0.539963543,0.302116513,0.566936612,0.319759429,0.59843874,0.306169659,0.38527295,0.308443993,0.486773193,0.301647574,0.569957018,0.297902226,0.631791532,0.261591733,0.362017542,0.26122722,0.491544366,0.256215036,0.591918111,0.253091186,0.662785709,0.213741317,0.365483522,0.212716401,0.488997847,0.214039207,0.583933592,0.216429636,0.649333239,0.168976873,0.387669772,0.172757491,0.477101713,0.179990113,0.547582626,0.18858245,0.599197447,Pitch_Forward
0.173132554,0.493748099,0.230743915,0.527172029,0.2739622,0.543872595,0.302326679,0.567668319,0.319166005,0.597679734,0.307235926,0.386825025,0.308051676,0.489090383,0.298904777,0.575420737,0.293093204,0.639299214,0.262607187,0.362127036,0.262164533,0.48925525,0.256094307,0.5884583,0.251430333,0.659799278,0.214986593,0.365254939,0.213727996,0.488065928,0.214229077,0.582541108,0.215680271,0.648294449,0.170246184,0.38717559,0.174519271,0.478845626,0.181255713,0.549735487,0.189106762,0.6018821,Pitch_Forward
0.175279319,0.48710373,0.235061318,0.509379625,0.27883935,0.525372565,0.300935507,0.561428666,0.308418006,0.606578171,0.308840126,0.395502985,0.305196017,0.514728725,0.296471715,0.59829849,0.293602496,0.661442757,0.264476418,0.373538464,0.262159914,0.519419789,0.255578369,0.62172693,0.254014641,0.694042802,0.218086213,0.376501411,0.216574788,0.516054392,0.214738339,0.614904225,0.217000961,0.681495845,0.175298125,0.397135556,0.178590149,0.50218755,0.181891561,0.576263905,0.188536853,0.627664745,Pitch_Forward
0.175999284,0.517195821,0.235528171,0.549726367,0.285040855,0.540404797,0.323604196,0.529577434,0.363646835,0.543759465,0.297829747,0.382667154,0.301355481,0.455941141,0.294179291,0.530206442,0.287385911,0.584810078,0.252738506,0.36087814,0.25568524,0.452329814,0.249367982,0.541348338,0.24219349,0.608783603,0.207274556,0.367535293,0.205669597,0.459293604,0.207038045,0.543697894,0.207897335,0.607005954,0.16588518,0.392616719,0.168565542,0.46043539,0.173558697,0.522852063,0.178566635,0.568479061,Pitch_Forward
0.181884468,0.498429537,0.236003339,0.529734731,0.27890256,0.540732741,0.307728618,0.552257299,0.322651803,0.566994846,0.302520454,0.381124467,0.302548736,0.456030905,0.29143846,0.535134852,0.283388376,0.595592618,0.257946283,0.3594248,0.254293323,0.458088428,0.246339202,0.548052073,0.240069002,0.615379214,0.210938901,0.365061939,0.205299184,0.462477654,0.204215527,0.547838449,0.203999698,0.610360324,0.167783126,0.388927579,0.166670203,0.465268373,0.171399698,0.528688729,0.177008659,0.575097144,Pitch_Forward
0.181193352,0.374996275,0.243215933,0.412831664,0.286066025,0.480062366,0.292592198,0.56167841,0.291339487,0.622925043,0.304477155,0.414067984,0.296557099,0.56087625,0.289323121,0.65335077,0.283135742,0.729148269,0.256490678,0.390561044,0.250673115,0.577914953,0.243959635,0.680308938,0.239371851,0.75660181,0.20711118,0.391898453,0.205625385,0.574637771,0.204408631,0.674717605,0.202213317,0.74285078,0.164242834,0.409894735,0.168423474,0.540174782,0.174699754,0.623762965,0.17712228,0.687820554,Pitch_Forward
0.149114251,0.490272403,0.209455118,0.511424184,0.263781607,0.517367899,0.298707992,0.513546944,0.328377873,0.513888121,0.282891542,0.392954797,0.282290757,0.530187249,0.274641752,0.61921525,0.27055636,0.683889091,0.231309846,0.370540649,0.230875313,0.537531018,0.227071002,0.644279718,0.224408686,0.717657208,0.180913836,0.377602428,0.18388629,0.529323697,0.185238749,0.630610228,0.186515003,0.697452664,0.134706557,0.40257448,0.143909276,0.515682399,0.151782125,0.599036813,0.159004986,0.656301618,Pitch_Forward
0.160079479,0.373256922,0.231941447,0.402169764,0.283237815,0.469824165,0.304485023,0.543705642,0.309274048,0.606903911,0.287049294,0.446883976,0.282938302,0.611242831,0.27568996,0.714639008,0.26841855,0.795353413,0.235007539,0.429314822,0.232214957,0.635594249,0.227166027,0.763754189,0.222601354,0.854609907,0.182440534,0.434674323,0.185488194,0.630440116,0.186623007,0.748532772,0.18591091,0.825917721,0.1375947,0.454080403,0.146653086,0.605364561,0.15609239,0.699617624,0.16089642,0.769598603,Pitch_Forward
