x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,Gesture
0.715521932,0.374871761,0.677981377,0.362290323,0.654309392,0.332988083,0.647211611,0.304120958,0.64792335,0.263382733,0.69962436,0.274620742,0.698411524,0.40286991,0.694292605,0.493088484,0.692081094,0.563509583,0.738397121,0.28939262,0.732223511,0.43058002,0.726182818,0.52191025,0.720615208,0.596768498,0.766996264,0.317373842,0.762157202,0.440929264,0.757482231,0.523162544,0.753036141,0.589367032,0.786190331,0.351954401,0.787001312,0.438874871,0.78210026,0.501629949,0.777029037,0.549942374,Pitch_Forward
0.821234286,0.182526574,0.766140163,0.200389177,0.713515162,0.247780889,0.669506311,0.254846573,0.628811061,0.220773369,0.740549445,0.253820181,0.726002097,0.401380956,0.719952047,0.492685407,0.71529454,0.562270403,0.786912262,0.261053979,0.76752609,0.430303931,0.758034587,0.531526268,0.749812722,0.603074074,0.828156054,0.274097383,0.810958564,0.426340044,0.802794874,0.522064865,0.796911716,0.589485049,0.862120569,0.291489363,0.846736789,0.409072995,0.838754296,0.478427529,0.833688796,0.533938825,Pitch_Forward
0.803651035,0.129437968,0.744316936,0.189038783,0.722125351,0.27248171,0.728330731,0.360528469,0.733672261,0.432877898,0.719003022,0.228179306,0.715492427,0.366208673,0.712217867,0.459669411,0.711783946,0.528212428,0.766913474,0.219958812,0.760322213,0.372853279,0.753991306,0.479281008,0.749272823,0.54854846,0.811203182,0.229656473,0.805009127,0.369130731,0.798278809,0.469679534,0.791714013,0.536842346,0.84900558,0.250174582,0.843542278,0.352197647,0.836072028,0.427168131,0.828994334,0.483441055,Pitch_Forward
0.793289423,0.132953316,0.736468792,0.18794176,0.711626291,0.280493289,0.703827262,0.370754093,0.683403075,0.447609425,0.71239531,0.236384079,0.712478697,0.377865434,0.711063504,0.47032389,0.711108446,0.539271414,0.759170413,0.228504539,0.755260944,0.381882012,0.750541508,0.487281859,0.746447086,0.558990598,0.803498447,0.236599699,0.800831974,0.373494238,0.793966889,0.472155958,0.786548197,0.542610884,0.842142045,0.252108753,0.838102281,0.354361117,0.831158638,0.427564919,0.825270832,0.486308455,Pitch_Forward
0.923408568,0.300307512,0.855639458,0.301735103,0.79415983,0.347928703,0.751150072,0.38690716,0.704960704,0.394223422,0.783317983,0.339572549,0.767945528,0.524099886,0.761455894,0.638550997,0.761416078,0.718969226,0.836073875,0.346915066,0.815250754,0.564633131,0.806088984,0.694717944,0.801337361,0.780927777,0.888277888,0.366520882,0.868423283,0.570421159,0.855272293,0.692858458,0.84799403,0.772683024,0.93562001,0.397621334,0.91735363,0.55514133,0.902049601,0.6553455,0.892099917,0.726174355,Pitch_Forward
0.878890812,0.278948635,0.819191277,0.322380304,0.762516499,0.385897458,0.732231796,0.444038808,0.702449381,0.49071607,0.769542575,0.391228497,0.780417264,0.582501054,0.790378988,0.692804635,0.797697783,0.771666765,0.827713788,0.378501892,0.834671199,0.606359482,0.840825021,0.733515978,0.844428957,0.820124269,0.881243408,0.383386999,0.886332393,0.593847334,0.890935481,0.720744252,0.893570662,0.807235539,0.927883148,0.402366459,0.928631008,0.570355356,0.927760243,0.666324139,0.924822211,0.73860544,Pitch_Forward
0.907011807,0.464694083,0.837011278,0.466605574,0.782426417,0.465883464,0.749901235,0.471956789,0.715249419,0.474210501,0.768248558,0.37122044,0.769996941,0.540088832,0.778479695,0.644070148,0.784778476,0.726746559,0.821964502,0.352436423,0.827862084,0.561185122,0.834234357,0.685000718,0.838881731,0.779989719,0.878684282,0.358389169,0.881977201,0.562348723,0.882839382,0.682125151,0.884278655,0.771016359,0.929756463,0.386608362,0.928364038,0.534184694,0.924558103,0.635003567,0.919157863,0.708999157,Pitch_Forward
0.889923096,0.495453417,0.815863848,0.503287375,0.768178344,0.510297954,0.73973906,0.523555279,0.712793946,0.535365403,0.760762691,0.41989255,0.76343739,0.584248424,0.765935481,0.685372353,0.768200457,0.76700604,0.816660464,0.409067929,0.816601813,0.59827894,0.815202236,0.71784544,0.814606249,0.813480258,0.872566164,0.418359101,0.874900758,0.608821094,0.87358582,0.726889253,0.873775899,0.817882061,0.922442257,0.449516296,0.923024654,0.59092617,0.920923412,0.684247494,0.91760999,0.757501602,Pitch_Forward
0.844495535,0.394686431,0.780988038,0.406780899,0.728726029,0.457161099,0.692059755,0.50869596,0.654444695,0.535615563,0.716109097,0.453469038,0.714617431,0.631174445,0.71472621,0.74929744,0.717623949,0.835653305,0.768122613,0.450388551,0.765098572,0.667583942,0.76476562,0.805100203,0.767739058,0.897381902,0.820516288,0.463746995,0.821057379,0.671231449,0.821357369,0.800879598,0.823665559,0.88657093,0.8703475,0.495930851,0.873015881,0.648440361,0.870064318,0.747805774,0.86796385,0.818659782,Pitch_Forward
0.82333678,0.417065561,0.772854507,0.428909451,0.727111816,0.404105783,0.698688805,0.368183434,0.663531065,0.324469417,0.739104211,0.325737983,0.733609974,0.439698964,0.738027453,0.522077918,0.739281058,0.587862253,0.781656325,0.31662333,0.784855545,0.460393369,0.787120938,0.55380547,0.786569297,0.622770548,0.825138569,0.330377638,0.831119418,0.465949953,0.829299927,0.561376333,0.825602949,0.631930947,0.862391591,0.360603005,0.869364798,0.458947122,0.867163241,0.535842299,0.861447096,0.589373231,Pitch_Forward
0.83532536,0.433025479,0.778545618,0.43905431,0.731983364,0.435945719,0.700083196,0.431353062,0.659404755,0.423236847,0.729280531,0.386173308,0.729420066,0.524338484,0.736410558,0.612199068,0.741815269,0.680776596,0.775295436,0.372027934,0.778477311,0.540201783,0.78525424,0.646116853,0.790283501,0.726133049,0.821571469,0.374148428,0.826243579,0.539572477,0.826470435,0.64299643,0.827421308,0.720795512,0.86060822,0.393994331,0.864452362,0.518893063,0.86315465,0.601145267,0.859446049,0.665005684,Pitch_Forward
0.840611935,0.302113652,0.783469141,0.334061354,0.727964878,0.388586044,0.69083488,0.424163371,0.657184124,0.437574446,0.733802557,0.40457502,0.738654137,0.562421858,0.745319366,0.658244252,0.751058996,0.727497101,0.782204032,0.404237628,0.782596588,0.586947918,0.787377715,0.69756633,0.791827977,0.775286317,0.827981949,0.410585463,0.826266348,0.583635449,0.828594923,0.689297438,0.831868768,0.761740565,0.868631959,0.422927022,0.865344048,0.56066221,0.864360809,0.642465711,0.863319993,0.704903781,Pitch_Forward
0.849269152,0.328528017,0.779333711,0.3614766,0.72203207,0.427212954,0.683541238,0.485150874,0.648942113,0.517538965,0.737187386,0.48246932,0.737906456,0.657012701,0.742482722,0.754863858,0.747524381,0.828772306,0.784622312,0.493472666,0.783706188,0.692800343,0.784972012,0.80406785,0.784991682,0.881014824,0.830626428,0.502709389,0.824985802,0.684291959,0.824129999,0.792803407,0.823242784,0.868844748,0.872639954,0.508096159,0.862571239,0.655148745,0.85893172,0.737653375,0.85545963,0.802573144,Pitch_Forward
0.852119744,0.368173867,0.792973936,0.405129462,0.763723016,0.48389414,0.76028353,0.581373334,0.769129515,0.653289437,0.743881047,0.41942358,0.749639034,0.564555645,0.755704582,0.659155726,0.767489076,0.729155302,0.792535305,0.407580733,0.799508452,0.587498069,0.805949688,0.697409213,0.812575638,0.770575821,0.841640592,0.415480018,0.845591605,0.585439205,0.845939934,0.68880856,0.84961623,0.754516959,0.885855496,0.440845549,0.886059999,0.563855469,0.884092748,0.642790735,0.885892272,0.697199464,Pitch_Forward
0.858153939,0.387733638,0.802806735,0.429316521,0.772181153,0.520812392,0.77084893,0.624919295,0.776969731,0.701432288,0.758648336,0.466592282,0.765058756,0.631397009,0.77290988,0.736519992,0.781885326,0.806713462,0.811480224,0.456923038,0.818679273,0.648355186,0.822727084,0.768090308,0.828975141,0.844152927,0.859741688,0.463655323,0.865296304,0.640219748,0.865591466,0.751803339,0.868768334,0.824670672,0.900270104,0.487280995,0.902067482,0.618196785,0.90238142,0.701141,0.90389812,0.760405123,Pitch_Forward
0.856853545,0.35561499,0.793281615,0.41781652,0.762010992,0.527545393,0.767466426,0.640038133,0.776076615,0.722437859,0.752563119,0.511249006,0.760008693,0.689185619,0.768118262,0.790739775,0.775252044,0.869467258,0.803080618,0.510300457,0.810584962,0.705350697,0.81539458,0.82357204,0.818592072,0.907064676,0.851260483,0.516715169,0.855925024,0.699379206,0.858780921,0.812074661,0.860121965,0.890391469,0.89219141,0.528201163,0.893600106,0.672697008,0.894271135,0.760489106,0.89371711,0.828091025,Pitch_Forward
0.840371668,0.53739959,0.788951814,0.529668868,0.750896215,0.523370028,0.729411244,0.522009194,0.71037811,0.514894903,0.751466095,0.458739698,0.74407196,0.593461037,0.744136155,0.678246498,0.743447065,0.745362878,0.794022739,0.45612368,0.78581059,0.621050358,0.78194654,0.718976021,0.777484119,0.792345822,0.836254358,0.470101476,0.824994445,0.629256427,0.814110756,0.722081959,0.806039929,0.792089164,0.87186414,0.497472882,0.862399638,0.609592736,0.852100849,0.684387922,0.842278481,0.740835428,Pitch_Forward
0.82663095,0.642240524,0.783851206,0.624718189,0.746785581,0.575455189,0.724486053,0.53368789,0.719605207,0.493984014,0.754436374,0.447190881,0.749675632,0.513967991,0.751447439,0.585407376,0.751227498,0.639935613,0.791131496,0.441130519,0.790595651,0.527142942,0.792125404,0.599504828,0.792001963,0.652380705,0.826286137,0.458177954,0.826904595,0.537489414,0.826197743,0.600547433,0.823907554,0.646964133,0.857152402,0.489874125,0.855832517,0.549249649,0.853394568,0.597974598,0.851579964,0.628836036,Pitch_Forward
0.824343145,0.59764272,0.786662638,0.588690817,0.75676316,0.562814772,0.738865316,0.538190961,0.730236173,0.51087153,0.752476215,0.455175579,0.747657657,0.535462618,0.758174241,0.612360418,0.766505539,0.674059868,0.789818764,0.44684884,0.791441739,0.553149164,0.794481397,0.637387037,0.796289265,0.701550841,0.827949941,0.46265462,0.829748511,0.560253263,0.829990625,0.637531877,0.828430653,0.697776973,0.862102032,0.493300945,0.866122007,0.559421301,0.864474535,0.619678736,0.860875368,0.665882051,Pitch_Forward
0.826469362,0.579722941,0.788696945,0.577696621,0.756111205,0.582354188,0.737159252,0.604036629,0.731121361,0.630808353,0.753790617,0.464009762,0.753411055,0.566220284,0.758349717,0.641437888,0.76040554,0.700496495,0.793512344,0.458130836,0.793728113,0.569443941,0.795218825,0.645799398,0.795017242,0.703481555,0.830687702,0.474543273,0.83332938,0.576439202,0.833510697,0.650985181,0.831873178,0.70935899,0.862966537,0.506116688,0.867309749,0.582206368,0.866381168,0.643170118,0.86260879,0.688334584,Pitch_Forward
0.825617492,0.581951916,0.791724563,0.59999752,0.761474252,0.620629489,0.742030978,0.651031315,0.735362947,0.676948249,0.755877554,0.472055167,0.755553186,0.566292286,0.760514438,0.64357388,0.76280272,0.702047706,0.79437995,0.460093468,0.798373282,0.566828012,0.798751831,0.648093998,0.796441019,0.710785389,0.830517709,0.472528577,0.837140083,0.57408011,0.838086963,0.653352916,0.836308241,0.714009166,0.861968517,0.501207292,0.868809283,0.574773192,0.869212925,0.636124134,0.865770757,0.681993783,Pitch_Forward
0.823672473,0.58558476,0.786551893,0.605079412,0.754581749,0.614781618,0.729658484,0.632734001,0.703981638,0.66428721,0.75360781,0.477222949,0.755631208,0.575022936,0.761502981,0.651048839,0.764649332,0.706112325,0.79151684,0.465293556,0.796949744,0.577358484,0.798695803,0.658337474,0.800232053,0.720031738,0.8270877,0.478083551,0.834927976,0.584094584,0.835971057,0.660161972,0.836774409,0.717841506,0.858785152,0.505466521,0.864662528,0.584050477,0.865789235,0.645079613,0.864810109,0.689770818,Pitch_Forward
0.824964166,0.584148049,0.786704898,0.597451448,0.75607276,0.626820266,0.737494767,0.673391283,0.723010302,0.719614804,0.750890017,0.522963107,0.760234118,0.639352202,0.770686388,0.720267057,0.776889503,0.78451997,0.792983055,0.506763041,0.80244267,0.646519899,0.80852592,0.736678958,0.811284363,0.80453825,0.833589435,0.51409471,0.8419438,0.644648671,0.846478343,0.730373383,0.848073423,0.795887709,0.867899299,0.537747979,0.874598086,0.635779619,0.875721931,0.702473223,0.873158634,0.753603339,Pitch_Forward
0.824873447,0.582356811,0.783098996,0.605080962,0.755804539,0.646674454,0.75294584,0.707941711,0.756258309,0.766080976,0.752316892,0.546877682,0.759928286,0.67470634,0.771304786,0.758351147,0.778154552,0.825069427,0.795386195,0.529814243,0.802759528,0.687424779,0.811827838,0.786812901,0.817242444,0.861393273,0.837113261,0.535303712,0.841599762,0.684406102,0.846366763,0.776554585,0.849089384,0.84561044,0.871475995,0.55795598,0.87619257,0.673294544,0.875506282,0.745583594,0.872635782,0.79904747,Pitch_Forward
